nama_posisi,jenjang_utama,level_utama,jenjang_lain,jumlah_pegawai,jumlah_unit_induk
"TECHNICIAN PEMELIHARAAN TRANSMISI SUMATERA, JAWA, MADURA DAN BALI",G2,12,,2,1
TECHNICIAN PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G2,11,,1,1
TECHNICIAN PENGATUR BEBAN,G2,11,,3,1
TECHNICIAN PENGATURAN OPERASI,G2,11,,47,12
TECHNICIAN PENGATURAN OPERASI (GORONTALO),G2,11,,3,1
TECHNICIAN PENGATURAN OPERASI (MANADO),G2,11,,2,1
TECHNICIAN PENGATURAN OPERASI (PALU),G2,11,,5,1
TECHNICIAN PENGELOLA KUALITAS AIR DAN UDARA,G2,12,,2,1
TECHNICIAN PENGELOLA LINGKUNGAN,G2,12,,2,1
TECHNICIAN PENGELOLAAN APLIKASI DAN DATA OPERASI REAL TIME,G2,12,,5,2
"TECHNICIAN PENGELOLAAN ASET DISTRIBUSI JAWA, MADURA, DAN BALI",G2,12,,1,1
"TECHNICIAN PENGELOLAAN ASET DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN PENGELOLAAN ASET DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSATENGGARA",G2,12,,1,1
TECHNICIAN PENGELOLAAN ASET DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PENGELOLAAN DATA METER,G2,12,,1,1
TECHNICIAN PENGELOLAAN INSPEKSI DISTRIBUSI,G2,12,,9,1
TECHNICIAN PENGELOLAAN INSPEKSI SISTEM PEMBANGKIT,G2,12,,6,1
TECHNICIAN PENGELOLAAN INSPEKSI TRANSMISI DAN GARDU INDUK,G2,12,,10,1
TECHNICIAN PENGELOLAAN KALIBRASI,G2,12,,6,1
TECHNICIAN PENGELOLAAN KONSTRUKSI,G2,11,,16,3
TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,12,,166,17
"TECHNICIAN PENGELOLAAN LISTRIK DESA SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN PENGELOLAAN LISTRIK DESA SULAWESI, MALUKU, PAPUA, DAN NUSATENGGARA",G2,11,,1,1
"TECHNICIAN PENGELOLAAN LISTRIK DESA SUMATERA, KALIMANTAN, JAWA, MADURA, DAN BALI",G2,12,,1,1
"TECHNICIAN PENGELOLAAN LISTRIK DESA SUMATERA, KALIMANTAN, JAWA, MADURA,DAN BALI",G2,12,,2,1
TECHNICIAN PENGELOLAAN PENGUJIAN PRODUK TEGANGAN DAN ARUS TINGGI,G2,12,,5,1
TECHNICIAN PENGELOLAAN PENGUJIAN PRODUK TEGANGAN RENDAH,G2,12,,9,1
TECHNICIAN PENGELOLAAN PENGUJIAN SISTEM PEMBANGKIT,G2,12,,24,1
TECHNICIAN PENGELOLAAN PENGUJIAN SISTEM TRANSMISI DAN DISTRIBUSI,G2,12,,4,1
TECHNICIAN PENGELOLAAN PERUBAHAN IKLIM,G2,12,,5,1
TECHNICIAN PENGELOLAAN SERTIFIKASI PRODUK TEGANGAN RENDAH,G2,12,,3,1
TECHNICIAN PENGELOLAAN SERTIFIKASI PRODUK TEGANGAN TINGGI DAN TEGANGAN MENENGAH,G2,12,,2,1
"TECHNICIAN PENGELOLAAN SISTEM PROTEKSI TRANSMISI KALIMANTAN, SULAWESI,MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN PENGELOLAAN SISTEM PROTEKSI TRANSMISI SUMATERA, JAWA, MADURA DAN BALI",G2,11,,1,1
"TECHNICIAN PENGELOLAAN SISTEM PROTEKSI TRANSMISI SUMATERA, JAWA, MADURA,DAN BALI",G2,12,,1,1
TECHNICIAN PENGEMBANGAN ENJINIRING PEMBANGKIT DAN EBT,G2,12,,2,1
TECHNICIAN PENGEMBANGAN ENJINIRING TRANSMISI DAN DISTRIBUSI,G2,12,,2,1
TECHNICIAN PENGENDALIAN APP,G2,11,,1,1
TECHNICIAN PENGENDALIAN DAMPAK LINGKUNGAN,G2,12,,1,1
TECHNICIAN PENGENDALIAN KONSTRUKSI,G2,11,,95,11
"TECHNICIAN PENGENDALIAN KONSTRUKSI DAN SERTIFIKASI ASET DISTRIBUSI JAWA,MADURA DAN BALI",G2,12,,3,1
"TECHNICIAN PENGENDALIAN KONSTRUKSI DAN SERTIFIKASI ASET DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,2,1
TECHNICIAN PENGENDALIAN KONSTRUKSI DAN SERTIFIKASI ASET DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PENGENDALIAN KONSTRUKSI DISTRIBUSI,G2,11,,15,2
TECHNICIAN PENGENDALIAN KONTRAK DAN PELAPORAN,G2,11,,27,10
TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G2,12,,30,9
TECHNICIAN PENGENDALIAN MUTU DAN DATA ENJINIRING,G2,12,,1,1
TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN,G2,11,,31,2
"TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI JAWA, MADURA, DAN BALI",G2,12,,2,1
TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,G2,11,,40,5
TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,G2,12,,320,10
TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDUINDUK,G2,11,,3,3
TECHNICIAN PENGENDALIAN OPERASI DAN TRANSAKSI,G2,12,,2,1
TECHNICIAN PENGENDALIAN OPERASI REAL TIME A,G2,12,,4,2
TECHNICIAN PENGENDALIAN OPERASI REAL TIME B,G2,12,,3,2
TECHNICIAN PENGENDALIAN OPERASI REAL TIME C,G2,12,,4,2
TECHNICIAN PENGENDALIAN OPERASI REAL TIME D,G2,12,,6,2
TECHNICIAN PENGENDALIAN OPERASI REAL TIME E,G2,11,,5,2
TECHNICIAN PENGENDALIAN OPERASI SISTEM,G2,11,,7,2
TECHNICIAN PENGENDALIAN OPERASI SISTEM (SORONG),G2,11,,1,1
"TECHNICIAN PENGENDALIAN OPERASI SISTEM JAWA, MADURA, BALI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,2,1
"TECHNICIAN PENGENDALIAN OPERASI SISTEM JAWA, MADURA, BALI, MALUKU,PAPUA, DAN NUSA TENGGARA",G2,12,,2,1
"TECHNICIAN PENGENDALIAN OPERASI SISTEM SUMATERA, KALIMANTAN, DAN SULAWESI",G2,12,,1,1
"TECHNICIAN PENGENDALIAN OPERASI SISTEM SUMATERA, KALIMANTAN, DANSULAWESI",G2,12,,3,1
TECHNICIAN PENGENDALIAN OUTAGE,G2,12,,2,1
TECHNICIAN PENGENDALIAN PELABUHAN DAN COAL HANDLING,G2,12,,3,1
"TECHNICIAN PENGENDALIAN PEMBANGKITAN IPP JAWA, MADURA DAN BALI",G2,12,,2,1
"TECHNICIAN PENGENDALIAN PEMBANGKITAN IPP SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,2,1
"TECHNICIAN PENGENDALIAN PEMBANGKITAN IPP SULAWESI, MALUKU, PAPUA DANNUSA TENGGARA",G2,12,,1,1
TECHNICIAN PENGENDALIAN PEMBANGKITAN IPP SUMATERA DAN KALIMANTAN,G2,12,,3,1
"TECHNICIAN PENGENDALIAN PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN JAWA, MADURA, DAN BALI",G2,12,,1,1
TECHNICIAN PENGENDALIAN PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PENGENDALIAN PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAANSUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PENGENDALIAN PEMELIHARAAN,G2,12,,1,1
TECHNICIAN PENGENDALIAN PEMELIHARAAN SCADA DAN OTOMASI,G2,11,,3,1
TECHNICIAN PENGENDALIAN SUSUT,G2,11,,56,21
TECHNICIAN PENGENDALIAN SUSUT DAN PJU,G2,11,,1,1
"TECHNICIAN PENGUKURAN DISTRIBUSI JAWA, MADURA, DAN BALI",G2,12,,2,1
"TECHNICIAN PENGUKURAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
TECHNICIAN PENGUKURAN DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PENYAMBUNGAN DAN PEMUTUSAN,G2,11,,5,2
"TECHNICIAN PERENCANAAN DAN EVALUASI KESELAMATAN DAN KESEHATAN KERJA,LINGKUNGAN DAN KEAMANAN",G2,12,,3,1
TECHNICIAN PERENCANAAN DAN MONITORING PEMANFAATAN FABA,G2,12,,1,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN ENERGI PRIMER DAN BATU KAPUR,G2,12,,1,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M,G2,11,,2,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG BIMA),G2,11,,1,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG PANAF),G2,11,,1,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMGU LOMBOK PEAKER),G2,11,,1,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU JERANJANG),G2,11,,1,1
TECHNICIAN PERENCANAAN DAN PENGENDALIAN PRODUKSI,G2,11,,11,1
"TECHNICIAN PERENCANAAN LISTRIK DESA SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN PERENCANAAN LISTRIK DESA SULAWESI, MALUKU, PAPUA, DAN NUSATENGGARA",G2,12,,1,1
"TECHNICIAN PERENCANAAN LISTRIK DESA SUMATERA, KALIMANTAN, JAWA, MADURA, DAN BALI",G2,12,,1,1
"TECHNICIAN PERENCANAAN LISTRIK DESA SUMATERA, KALIMANTAN, JAWA, MADURA,DAN BALI",G2,12,,1,1
"TECHNICIAN PERENCANAAN OPERASI DAN PEMELIHARAAN KALIMANTAN, SULAWESI,MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,2,1
TECHNICIAN PERENCANAAN OPERASI DAN PEMELIHARAAN PEMBANGKIT,G2,11,,3,2
"TECHNICIAN PERENCANAAN OPERASI DAN PEMELIHARAAN SUMATERA, JAWA, MADURA,DAN BALI",G2,11,,1,1
TECHNICIAN PERENCANAAN SCADA,G2,11,,4,4
"TECHNICIAN PERENCANAAN SISTEM KETENAGALISTRIKAN JAWA, MADURA, DAN BALI",G2,12,,2,1
"TECHNICIAN PERENCANAAN SISTEM KETENAGALISTRIKAN SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN PERENCANAAN SISTEM KETENAGALISTRIKAN SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,11,,1,1
"TECHNICIAN PERENCANAAN SISTEM KETENAGALISTRIKAN SULAWESI, MALUKU, PAPUA,DAN NUSA TENGGARA",G2,12,,2,1
TECHNICIAN PERENCANAAN SISTEM KETENAGALISTRIKAN SUMATERA DAN KALIMANTAN,G2,12,,4,1
"TECHNICIAN PERENCANAAN SISTEM TRANSMISI, GARDU INDUK, DAN DEMAND FORECAST JAWA, MADURA, DAN BALI",G2,12,,4,1
"TECHNICIAN PERENCANAAN SISTEM TRANSMISI, GARDU INDUK, DAN DEMAND FORECAST SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,3,1
"TECHNICIAN PERENCANAAN SISTEM TRANSMISI, GARDU INDUK, DAN DEMAND FORECAST SUMATERA DAN KALIMANTAN",G2,12,,3,1
TECHNICIAN PERENCANAAN STRATEGIS PEMBANGKIT ENERGI BARU TERBARUKAN,G2,12,,4,1
TECHNICIAN PERENCANAAN STRATEGIS PEMBANGKIT NON ENERGI BARU TERBARUKAN,G2,12,,1,1
TECHNICIAN PERENCANAAN STRATEGIS SISTEM TRANSMISI,G2,12,,2,1
TECHNICIAN PRODUKSI,G2,12,,32,1
TECHNICIAN PRODUKSI ELEKTRIKAL,G2,11,,4,1
TECHNICIAN PRODUKSI MEKANIKAL,G2,11,,18,1
TECHNICIAN PROJECT SITE,G2,12,,36,8
TECHNICIAN PROTEKSI,G2,11,,2,1
TECHNICIAN PROTEKSI DAN METER,G2,11,,15,9
"TECHNICIAN PROTEKSI DAN SCADATEL DISTRIBUSI JAWA, MADURA, DAN BALI",G2,12,,3,1
"TECHNICIAN PROTEKSI DAN SCADATEL DISTRIBUSI SULAWESI, MALUKU, PAPUA, DANNUSA TENGGARA",G2,12,,1,1
TECHNICIAN PROTEKSI DAN SCADATEL DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN PROTEKSI SISTEM,G2,11,,21,5
TECHNICIAN PROTEKSI SISTEM KETENAGALISTRIKAN,G2,12,,2,1
TECHNICIAN PROTEKSI dan METER,G2,11,,1,1
TECHNICIAN PROYEK,G2,12,,3,1
TECHNICIAN QUALITY ASSURANCE AND QUALITY CONTROL JARINGAN,G2,12,,7,1
TECHNICIAN QUALITY ASSURANCE AND QUALITY CONTROL PEMBANGKIT,G2,12,,5,1
TECHNICIAN QUALITY CONTROL,G2,11,,1,1
TECHNICIAN REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL,G2,11,,22,12
TECHNICIAN REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL (BIMA),G2,11,,1,1
TECHNICIAN REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL (MANADO),G2,11,,1,1
"TECHNICIAN RISIKO DAN PELAPORAN ENVIRONMENTAL, SOCIAL, AND GOVERNANCE",G2,12,,2,1
TECHNICIAN SCADA DAN MASTER STATION,G2,11,,8,2
TECHNICIAN SCADA DAN OTOMASI,G2,11,,7,2
TECHNICIAN SCADA DAN TELEKOMUNIKASI,G2,11,,25,15
"TECHNICIAN SISTEM DAN TATA KELOLA KESELAMATAN DAN KESEHATAN KERJA,LINGKUNGAN DAN KEAMANAN",G2,12,,2,1
TECHNICIAN SISTEM PROTEKSI,G2,11,,1,1
TECHNICIAN SOCIAL SAFEGUARD,G2,12,,4,1
TECHNICIAN STANDARISASI KEBIJAKAN DISTRIBUSI,G2,12,,1,1
TECHNICIAN STANDART OPERATION/MAINTENANCE PEMBANGKIT,G2,12,,1,1
TECHNICIAN TEKNIK LAYANAN PELANGGAN,G2,11,,50,11
TECHNICIAN TEKNIK SIPIL,G2,11,,1,1
TECHNICIAN TEKNISI PDKB,G2,11,,30,2
TECHNICIAN TELEKOMUNIKASI,G2,11,,19,6
TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,11,,25,6
TECHNICIAN TRANSAKSI ENERGI LISTRIK,G2,11,,28,16
TECHNICIAN TRANSAKSI TENAGA LISTRIK,G2,12,,2,1
TECHNICIAN TRANSAKSI TENAGA LISTRIK DAN METERING,G2,11,,10,4
TECHNICIAN TRANSISI ENERGI,G2,12,,4,1
TECHNICIAN WIDE AREA MONITORING SYSTEM (WAMS),G2,12,,2,1
"VICE PRESIDENT ADMINISTRASI KONSTRUKSI JAWA, MADURA, BALI, MALUKU, PAPUA DAN NUSA TENGGARA",MM,19,,1,1
"VICE PRESIDENT ADMINISTRASI KONSTRUKSI SUMATERA, KALIMANTAN DAN SULAWESI",MM,19,,1,1
VICE PRESIDENT ADMINISTRASI PINJAMAN,MM,20,,1,1
VICE PRESIDENT AKUISISI ADDITIONAL DEMAND,MM,20,,1,1
VICE PRESIDENT AKUISISI PELANGGAN DAN LAYANAN KHUSUS,MM,20,,1,1
VICE PRESIDENT AKUNTANSI ASET,MM,19,,1,1
VICE PRESIDENT AKUNTANSI KANTOR PUSAT,MM,19,,1,1
VICE PRESIDENT AKUNTANSI KORPORAT,MM,19,,1,1
VICE PRESIDENT AKUNTANSI MANAJEMEN,MM,19,,1,1
VICE PRESIDENT ANALISIS DAN PROYEKSI KEUANGAN,MM,20,,1,1
VICE PRESIDENT ANEKA ENERGI,MM,19,,1,1
VICE PRESIDENT ANGGARAN INVESTASI,MM,20,,1,1
VICE PRESIDENT ANGGARAN KONSOLIDASI DAN ANAK PERUSAHAAN,MM,20,,1,1
VICE PRESIDENT ANGGARAN OPERASI I,MM,20,,1,1
VICE PRESIDENT ANGGARAN OPERASI II,MM,20,,1,1
VICE PRESIDENT APLIKASI DISTRIBUSI DAN PELAYANAN PELANGGAN,MM,20,,1,1
"VICE PRESIDENT APLIKASI PROYEK, PEMBANGKITAN DAN TRANSMISI",MM,19,,1,1
VICE PRESIDENT ASURANSI ASET,MM,19,,1,1
VICE PRESIDENT AUDIT INVESTIGASI 1,MM,19,,1,1
VICE PRESIDENT AUDIT INVESTIGASI 2,MM,19,,1,1
VICE PRESIDENT AUDIT KEUANGAN KORPORASI,MM,19,,1,1
"VICE PRESIDENT AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1",MM,19,,1,1
"VICE PRESIDENT AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2",MM,19,,1,1
"VICE PRESIDENT AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3",MM,19,,1,1
"VICE PRESIDENT AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER",MM,19,,1,1
VICE PRESIDENT AUDIT TEKNOLOGI INFORMASI,MM,19,,1,1
VICE PRESIDENT AUDIT TRANSMISI DAN DISTRIBUSI 1,MM,19,,1,1
VICE PRESIDENT AUDIT TRANSMISI DAN DISTRIBUSI 2,MM,19,,1,1
VICE PRESIDENT AUDIT TRANSMISI DAN DISTRIBUSI 3,MM,19,,1,1
"VICE PRESIDENT BANTUAN HUKUM JAWA, MADURA, DAN BALI",MM,20,,1,1
VICE PRESIDENT BANTUAN HUKUM KANTOR PUSAT DAN ANAK PERUSAHAAN,MM,20,,1,1
VICE PRESIDENT BANTUAN HUKUM PAJAK DAN KEUANGAN,MM,20,,1,1
"VICE PRESIDENT BANTUAN HUKUM SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MM,20,,1,1
VICE PRESIDENT BANTUAN HUKUM SUMATERA KALIMANTAN,MM,20,,1,1
VICE PRESIDENT BISNIS DAN MANAJEMEN PERBENDAHARAAN,MM,20,,1,1
VICE PRESIDENT BOD SUPPORT,MM,19,,1,1
VICE PRESIDENT BUDAYA PERUSAHAAN DAN SISTEM KOMPETENSI,MM,20,,1,1
"VICE PRESIDENT DATA PERUSAHAAN, ANALITIK, DAN SOLUSI GEOSPASIAL",MM,20,,1,1
VICE PRESIDENT DIGITALISASI BEYOND KWH DAN PROSES BISNIS INTERNAL,MM,19,,1,1
VICE PRESIDENT DIGITALISASI KELISTRIKAN,MM,19,,1,1
VICE PRESIDENT DOKUMEN MATERIAL DAN DELIVERY UNIT,MM,19,,1,1
"VICE PRESIDENT EFISIENSI, KUALITAS DAN PENGUKURAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MM,20,,1,1
"VICE PRESIDENT EFISIENSI, KUALITAS, DAN PENGUKURAN DISTRIBUSI JAWA, MADURA, DAN BALI",MM,20,,1,1
"VICE PRESIDENT EFISIENSI, KUALITAS, DAN PENGUKURAN DISTRIBUSI SUMATERA DAN KALIMANTAN",MM,20,,1,1
VICE PRESIDENT EKSEKUTIF DIREKSI,MM,18,,8,1
VICE PRESIDENT ENERGI HIDRO,MM,19,,1,1
VICE PRESIDENT ENERGI PRIMER,MM,19,,1,1
VICE PRESIDENT ENJINIRING PEMBANGKITAN,MM,20,,1,1
"VICE PRESIDENT ENVIRONMENTAL, SOCIAL, AND GOVERNANCE",MM,19,,1,1
VICE PRESIDENT ERP FINANCE,MM,20,,1,1
VICE PRESIDENT ERP HUMAN CAPITAL,MM,19,,1,1
VICE PRESIDENT ERP PROCUREMENT AND LOGISTIC,MM,20,,1,1
VICE PRESIDENT HARMONISASI DAN MONITORING KEBIJAKAN,MM,19,,1,1
VICE PRESIDENT HUBUNGAN INDUSTRIAL,MM,19,,1,1
"VICE PRESIDENT HUBUNGAN INVESTOR, GCG DAN PELAPORAN",MM,19,,1,1
VICE PRESIDENT IMBANGAN AUDIT EKSTERNAL,MM,19,,1,1
VICE PRESIDENT IMPLEMENTASI ASET,MM,20,,1,1
VICE PRESIDENT INSTITUSI KEUANGAN DAN RISET PASAR,MM,20,,1,1
VICE PRESIDENT IT BUSINESS PARTNER KORPORAT,MM,19,,1,1
VICE PRESIDENT KEAMANAN KORPORAT,MM,20,,1,1
VICE PRESIDENT KEAMANAN SIBER,MM,20,,1,1
VICE PRESIDENT KEBIJAKAN DAN INFRASTRUKTUR MANAJEMEN RISIKO,MM,19,,1,1
VICE PRESIDENT KEMITRAAN TENAGA KERJA,MM,19,,1,1
VICE PRESIDENT KESELAMATAN DAN KESEHATAN KERJA,MM,20,,1,1
VICE PRESIDENT KINERJA DAN STANDARISASI KEBIJAKAN DISTRIBUSI,MM,20,,1,1
VICE PRESIDENT KINERJA KORPORAT,MM,19,,1,1
"VICE PRESIDENT KINERJA SUBHOLDING DAN ANAK PERUSAHAAN, KPKU",MM,19,,1,1
VICE PRESIDENT KOMERSIALISASI PRODUK NIAGA,MM,19,,1,1
VICE PRESIDENT KOMUNIKASI KORPORAT,MM,19,,1,1
VICE PRESIDENT KOMUNIKASI MANAJEMEN PERUBAHAN,MM,19,,1,1
"VICE PRESIDENT KONSTRUKSI & PEMELIHARAAN TRANSMISI SUMATERA, JAWA, MADURA DAN BALI",MM,20,,1,1
"VICE PRESIDENT KONSTRUKSI DAN PEMELIHARAAN TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MM,20,,1,1
VICE PRESIDENT KONSULTANSI AUDIT 1,MM,19,,1,1
VICE PRESIDENT KONSULTANSI AUDIT 2,MM,19,,1,1
VICE PRESIDENT KONSULTANSI AUDIT 3,MM,19,,1,1
VICE PRESIDENT KORPORASI,MM,20,,1,1
VICE PRESIDENT LAYANAN DIGITAL,MM,20,,1,1
"VICE PRESIDENT LEGAL ASET PROPERTI KALIMANTAN, SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MM,19,,1,1
"VICE PRESIDENT LEGAL ASET PROPERTI SUMATERA, JAWA, MADURA, DAN BALI",MM,19,,1,1
"VICE PRESIDENT LEGAL BUSINESS PARTNER DISTRIBUSI, RETAIL DAN NIAGA",MM,20,,1,1
VICE PRESIDENT LEGAL BUSINESS PARTNER KEUANGAN DAN MANAJEMEN HUMAN CAPITAL,MM,20,,1,1
"VICE PRESIDENT LEGAL BUSINESS PARTNER MANAJEMEN PEMBANGKITAN, TRANSMISIDAN PERENCANAAN SISTEM",MM,20,,1,1
VICE PRESIDENT LEGAL BUSINESS PARTNER MANAJEMEN PROYEK DAN ENERGI BARUTERBARUKAN,MM,20,,1,1
VICE PRESIDENT LINGKUNGAN,MM,20,,1,1
VICE PRESIDENT LOGISTIK DISTRIBUSI,MM,20,,1,1
VICE PRESIDENT LOGISTIK TRANSMISI,MM,20,,1,1
VICE PRESIDENT MANAJEMEN INTEGRITAS,MM,19,,1,1
VICE PRESIDENT MANAJEMEN KEARSIPAN KORPORAT,MM,20,,1,1
VICE PRESIDENT MANAJEMEN KELAYAKAN INFRASTRUKTUR,MM,20,,1,1
VICE PRESIDENT MANAJEMEN KEPATUHAN DAN DATA PROTECTION,MM,19,,1,1
VICE PRESIDENT MANAJEMEN KINERJA HUMAN CAPITAL,MM,20,,1,1
VICE PRESIDENT MANAJEMEN PENGADAAN PEMBANGKIT DAN IPP EBT,MM,19,,1,1
"VICE PRESIDENT MANAJEMEN PENGADAAN TRANSMISI, GARDU INDUK, DAN MATERIAL TERPUSAT",MM,19,,1,1
VICE PRESIDENT MANAJEMEN PENGEMBANGAN BISNIS,MM,20,,1,1
VICE PRESIDENT MANAJEMEN RANTAI PASOK PEMBANGKIT,MM,20,,1,1
VICE PRESIDENT MANAJEMEN RANTAI PASOK TRANSMISI DAN DISTRIBUSI,MM,20,,1,1
VICE PRESIDENT MANAJEMEN RISIKO KECURANGAN,MM,19,,1,1
VICE PRESIDENT MANAJEMEN STAKEHOLDER,MM,19,,1,1
VICE PRESIDENT MANAJEMEN VENDOR,MM,20,,1,1
VICE PRESIDENT MARKET INTELLIGENCE DAN EKONOMI ANALITIS,MM,19,,1,1
VICE PRESIDENT MONITORING DAN EVALUASI KINERJA PEMBANGKITAN,MM,20,,1,1
VICE PRESIDENT MONITORING DAN EVALUASI MANAJEMEN TRANSFORMASI,MM,19,,1,1
VICE PRESIDENT MUTU PELAYANAN PELANGGAN,MM,20,,1,1
VICE PRESIDENT OPERASI PEMBANGKITAN IPP,MM,19,,1,1
VICE PRESIDENT OPERASI PEMBANGKITAN PLN,MM,19,,1,1
VICE PRESIDENT OPERASI PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN,MM,19,,1,1
"VICE PRESIDENT OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA, BALI, DAN NUSA TENGGARA",MM,18,,1,1
"VICE PRESIDENT OPERASIONAL SISTEM TEKNOLOGI INFORMASI SULAWESI, MALUKU, DAN PAPUA",MM,19,,1,1
VICE PRESIDENT OPERASIONAL SISTEM TEKNOLOGI INFORMASI SUMATERA KALIMANTAN,MM,19,,1,1
VICE PRESIDENT PELAKSANA PENGADAAN EPC PEMBANGKIT,MM,19,,1,1
VICE PRESIDENT PELAKSANA PENGADAAN IPP,MM,19,,1,1
VICE PRESIDENT PELAKSANA PENGADAAN MATERIAL TERPUSAT,MM,19,,1,1
VICE PRESIDENT PELAKSANA PENGADAAN TRANSMISI DAN GARDU INDUK,MM,19,,1,1
VICE PRESIDENT PELANGGAN BUMN DAN PEMERINTAH,MM,20,,1,1
"VICE PRESIDENT PELANGGAN KAWASAN INDUSTRI, EKONOMI KHUSUS DAN WILAYAHUSAHA",MM,20,,1,1
VICE PRESIDENT PELANGGAN KORPORASI DAN BISNIS INDIVIDU,MM,20,,1,1
"VICE PRESIDENT PELAYANAN HUMAN CAPITAL REGIONAL JAWA, MADURA DAN BALI",MM,18,,1,1
"VICE PRESIDENT PELAYANAN HUMAN CAPITAL REGIONAL SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MM,18,,1,1
VICE PRESIDENT PELAYANAN HUMAN CAPITAL REGIONAL SUMATERA DAN KALIMANTAN,MM,18,,1,1
VICE PRESIDENT PELAYANAN INFORMASI DAN DOKUMENTASI,MM,19,,1,1
VICE PRESIDENT PELAYANAN REMUNERASI HUMAN CAPITAL,MM,19,,1,1
VICE PRESIDENT PELAYANAN UMUM,MM,20,,1,1
VICE PRESIDENT PEMBAYARAN TERPUSAT 1,MM,20,,1,1
VICE PRESIDENT PEMBAYARAN TERPUSAT 2,MM,20,,1,1
VICE PRESIDENT PEMODELAN RISIKO DAN PELAPORAN MANAJEMEN RISIKO KORPORASI,MM,19,,1,1
VICE PRESIDENT PENDANAAN DAN HIBAH DALAM NEGERI,MM,20,,1,1
VICE PRESIDENT PENDANAAN DAN HIBAH LUAR NEGERI,MM,20,,1,1
VICE PRESIDENT PENDAPATAN DAN PENGELOLAAN LIKUIDITAS,MM,20,,1,1
VICE PRESIDENT PENGADAAN UMUM,MM,20,,1,1
