nama_posisi,kelompok_jabatan,fungsi,jenjang_utama,level_utama,bidang,sub_bidang,bidang_pembidangan,kata_kunci_pemicu,is_entry_level,jumlah_pegawai,jumlah_unit_induk
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI SUNYARAGI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI SUNYARAGI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI SUTAMI DAN GITARAHAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI SUTAMI DAN GITARAHAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TAKENGON),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TAKENGON),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TALANG KELAPA),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TALANG KELAPA),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TALANG RATU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TALANG RATU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TAMBAK LOROK DAN GISTAMBAK  LOROK),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TAMBAK LOROK DAN GISTAMBAK LOROK),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TAMBUN DAN TOYOGIRI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TAMBUN DAN TOYOGIRI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG API-API),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG API-API),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG BALAI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG BALAI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG JATI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG JATI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG MORAWA),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG MORAWA),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG PURA),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG PURA),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG UBAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TANJUNG UBAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TARUNTUNG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TARUNTUNG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TASIKMALAYA),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TASIKMALAYA),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TATA JABAR),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TATA JABAR),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TEBING TINGGI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TEBING TINGGI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TEBO),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TEBO),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TEGALHERANG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TEGALHERANG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TEGINENENG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TEGINENENG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELE),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELE),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK BETUNG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK BETUNG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK DALAM),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK DALAM),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK KUANTAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK KUANTAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK LEMBU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK LEMBU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK SIRIH),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUK SIRIH),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUKJAMBE),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TELUKJAMBE),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TEMANGGUNG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TEMANGGUNG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TEMBILAHAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TEMBILAHAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TENAYAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TENAYAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TES),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TES),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TITI KUNING),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TITI KUNING),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TONSEALAMA DAN GI SAWANGAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TONSEALAMA DAN GI SAWANGAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI TUALANG CUT),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI TUALANG CUT),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI UJUNGBERUNG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI UJUNGBERUNG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI ULU BELU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI ULU BELU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WADASLINTANG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WADASLINTANG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WATES),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WATES),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WAYANG WINDU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WAYANG WINDU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WELERI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WELERI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOGIRI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOGIRI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOSARI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOSARI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOSOBO DAN GARUNG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOSOBO DAN GARUNG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS (GLUGUR),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS (GLUGUR),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS (MABAR),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS (MABAR),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS BANGIL DAN GIS KIS),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS BANGIL DAN GIS KIS),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS BRAGA),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS BRAGA),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS CIBABAT DAN GIS CIBABAT BARU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS CIBABAT DAN GIS CIBABAT BARU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS DARMO GRANDE DAN GISGUNUNG SARI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS DARMO GRANDE DAN GISGUNUNG SARI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS GEDEBAGE),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS GEDEBAGE),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS GUNUNG SALAK LAMA DAN GIS  GUNUNG SALAK BARU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS GUNUNG SALAK LAMA DAN GIS GUNUNG SALAK BARU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS KIARACONDONG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS KIARACONDONG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS KOTA TIMUR DAN GIBOOM BARU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS KOTA TIMUR DAN GIBOOM BARU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS LISTRIK),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS LISTRIK),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS OMBILIN DAN GISALAK),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS OMBILIN DAN GISALAK),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS SIMPANG HARU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS SIMPANG HARU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS SIMPANG LIMA DAN GISKALISARI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GIS SIMPANG LIMA DAN GISKALISARI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GITET CIBINONG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (GITET CIBINONG),G2,12,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (INDUSTRI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (INDUSTRI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KAPAL DAN TANAH LOT),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (KAPAL DAN TANAH LOT),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KARIANGAU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (KARIANGAU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KENJERAN DAN KEDINDING),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (KENJERAN DAN KEDINDING),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KOBA, TOBOALI)",TEAM LEADER,"JARINGAN TRANSMISI DAN GARDU INDUK (KOBA, TOBOALI)",G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KREMBANGAN DAN PERAK),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (KREMBANGAN DAN PERAK),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (LUMAJANG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (LUMAJANG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (MANGGARSARI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (MANGGARSARI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (MANISREJO, GOLANG DAN GIRINGAN)",TEAM LEADER,"JARINGAN TRANSMISI DAN GARDU INDUK (MANISREJO, GOLANG DAN GIRINGAN)",G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (MUARA JAWA),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (MUARA JAWA),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (NGABANG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (NGABANG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (NGANJUK DAN NGANJUK II),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (NGANJUK DAN NGANJUK II),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (NGURAH RAI DAN PECATU),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (NGURAH RAI DAN PECATU),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PLTU BENGKAYANG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (PLTU BENGKAYANG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PLTU GRESIK DAN WILMAR),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (PLTU GRESIK DAN WILMAR),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PONOROGO, DALOPO DAN NGEBEL)",TEAM LEADER,"JARINGAN TRANSMISI DAN GARDU INDUK (PONOROGO, DALOPO DAN NGEBEL)",G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PROBOLINGGO),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (PROBOLINGGO),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PULAU LAUT),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (PULAU LAUT),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SENGGURUH DAN GAMPINGAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (SENGGURUH DAN GAMPINGAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SENIPAH),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (SENIPAH),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SIANTAN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (SIANTAN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SUKOLILO DAN KALISARI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (SUKOLILO DAN KALISARI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SUMENEP DAN GULUK-GULUK),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (SUMENEP DAN GULUK-GULUK),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (TANJUNG),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (TANJUNG),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (TULUNGAGUNG, PLTA TULUNGAGUNG DAN NEW TULUNGAGUNG)",TEAM LEADER,"JARINGAN TRANSMISI DAN GARDU INDUK (TULUNGAGUNG, PLTA TULUNGAGUNG DAN NEW TULUNGAGUNG)",G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (TUREN),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (TUREN),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (WLINGI DAN NEW WLINGI),TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK (WLINGI DAN NEW WLINGI),G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK ALTA PRIMA,TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK ALTA PRIMA,G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK ANDOLO,TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK ANDOLO,G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK ANGGREK,TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK ANGGREK,G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK ANTOSARI,TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK ANTOSARI,G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BABADAN, MASPION DAN ISPATINDO",TEAM LEADER,"JARINGAN TRANSMISI DAN GARDU INDUK BABADAN, MASPION DAN ISPATINDO",G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BABAT,TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK BABAT,G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BAKARU,TEAM LEADER,JARINGAN TRANSMISI DAN GARDU INDUK BAKARU,G2,11,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,GARDU INDUK,0,1,1
