unit_induk,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KERTOSONO, JAYA KERTAS, DAN SURYA ZIG-ZAG",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KRAKSAAN DAN GENDING,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KRIAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK LAMONGAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK LAWANG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK MAGETAN DAN MRANGGEN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK MLIWANG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK MOJOAGUNG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK NEGARA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK NEW SIDOARJO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK NGAWI DAN CARUBAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK NGORO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK NUSA DUA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PACIRAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PACITAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PAKIS,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PANDAAN DAN BULUKANDANG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PAYANGAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PEMARON DAN CELUKAN BAWANG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PEMECUTAN KELOD,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PESANGGARAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PETROKIMIA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PIER,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PLOSO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PLTU PACITAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PLTU TANJUNG AWAR-AWAR,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK POLEHAN DAN BLIMBING,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK PURWOSARI DAN SUKOREJO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK RUNGKUT,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SAMBIKEREP,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SAMPANG DAN PAMEKASAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SANUR,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SAWAHAN, KUPANG, UNDAAN DAN GEMBONG",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SEGOROMADU, BARATA DAN SEMEN GRESIK",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SEKARPUTIH,TJIWIKIMIA DANAJINOMOTO",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SENGKALING DAN SELOREJO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SIMAN DAN MENDALAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK SURABAYA SELATAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TANDES,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TANGGUL DAN PUGER,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TARIK DAN BANGUN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI GRATI,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI GRESIK,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI KEDIRI,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI NGIMBANG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI PAITON,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TRENGGALEK,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK TUBAN, KEREK DAN SEMEN TUBAN 3",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK UJUNG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK UNDAAN DAN GEMBONG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK WARU,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK WONOKROMO, NGAGEL DAN SIMPANG",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUKJATIGEDONG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUKJEMBER,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BANARAN),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BUMICOKRO),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GITET KEDIRI),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GULUK-GULUK),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (PLTU GRESIK),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER ADMINISTRASI PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"ASSISTANT MANAGER AKUNTANSI, PAJAK DAN ASURANSI",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER ASET PROPERTI DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"ASSISTANT MANAGER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER ENJINIRING,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER IPP DAN EXCESS POWER,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"ASSISTANT MANAGER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER KEUANGAN DAN ANGGARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"ASSISTANT MANAGER KOMUNIKASI, MANAJEMEN STAKEHOLDER, DAN TJSL",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER LAYANAN PRIORITAS DAN PAE,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER LINGKUNGAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER MANAJEMEN BILLING,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER OPERASI DAN PEMELIHARAAN PEMBANGKITAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI DAN PDKB,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER OPERASI SISTEM DAN TRANSMISI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER PENGENDALIAN PIUTANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,ASSISTANT MANAGER PERENCANAAN SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,GENERAL MANAGER,MA,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,JUNIOR OFFICER FASILITAS OPERASI DAN PROTEKSI SISTEM,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,JUNIOR OFFICER PENGENDALIAN PIUTANG,G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR (BELINYU),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR (TOBOALI),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR(MUNTOK),G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"JUNIOR TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISIDAN GARDU INDUK",G1,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"MANAGER ASET PROPERTI, KOMUNIKASI, DAN UMUM",MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"MANAGER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"MANAGER KEUANGAN, ANGGARAN, DAN AKUNTANSI",MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER PELAKSANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER PEMBANGKITAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER PENGAMANAN PENDAPATAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER PERENCANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER PERENCANAAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER PERENCANAAN SISTEM KELISTRIKAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER STRATEGI PEMASARAN,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER TRANSMISI,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN KOBA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN MANGGAR,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN MENTOK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN PANGKAL PINANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN SUNGAILIAT,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN TANJUNG PANDAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PELANGGAN TOBOALI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PUSAT LISTRIK MERAWANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN PUSAT LISTRIK PILANG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK BANGKA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK BELITUNG,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN BANGKA,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN BELITUNG,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT PELAKSANA PEMBANGKITAN BANGKA BELITUNG,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI BANGKA BELITUNG,MD,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER ACCOUNT EXECUTIVE,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"OFFICER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"OFFICER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"OFFICER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"OFFICER KOMUNIKASI, MANAJEMEN STAKEHOLDER DAN TJSL",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"OFFICER KOMUNIKASI, MANAJEMEN STAKEHOLDER, DAN TJSL",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI DAN PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER PERENCANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER PERENCANAAN SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,OFFICER PERENCANAAN SISTEM KELISTRIKAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"SENIOR MANAGER KEUANGAN, KOMUNIKASI DAN UMUM",MM,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR MANAGER NIAGA DAN MANAJEMEN PELANGGAN,MM,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR MANAGER PERENCANAAN,MM,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"SENIOR OFFICER KEUANGAN, ANGGARAN DAN AKUNTANSI",G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER KINERJA DAN ADMINISTRASI PUSAT LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER KINERJA NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PELAKSANA PENGADAAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PELAYANAN PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PENGELOLAAN ESG DAN SAFEGUARD,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PENGELOLAAN PEMBANGKITAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PENYALURAN DAN PROTEKSI,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SENIOR OFFICER PERENCANAAN SISTEM KELISTRIKAN,G3,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"SPECIALIST KINERJA KEUANGAN, KOMUNIKASI, DAN UMUM",SPC,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SPECIALIST KINERJA PERENCANAAN,SPC,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,SPECIALIST PERFORMANCE ASSISTANT TO GENERAL MANAGER,SPC,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER ENERGI PRIMER DAN LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER FASILITAS OPERASI DAN PROTEKSI SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER JARINGAN DAN GARDU INDUK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"TEAM LEADER JARINGAN DAN GARDU INDUK (DUKONG, MANGGAR, SUGE)",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"TEAM LEADER JARINGAN DAN GARDU INDUK (KELAPA, MENTOK)",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (AIR ANYIR),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KOBA, TOBOALI)",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER KONSTRUKSI LISTRIK PERDESAAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER LINGKUNGAN,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR (BELINYU),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR (MUNTOK),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR (PADANG),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER OPERASI DAN PEMELIHARAAN UNIT PUSAT LISTRIK TERSEBAR (TOBOALI),G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER OPERASI SISTEM BANGKA,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER OPERASI SISTEM BELITUNG,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,TEAM LEADER PEMELIHARAAN JARINGAN DAN GARDU INDUK,G2,1
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,"TEAM LEADER PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI",G2,1
